,Date,Breed,Age,Sex,Altered,Borough,Zipcode
5311,October 27 2016,Shiba Inu,8,M,TRUE,Manhattan,10009
5312,November 01 2016,American Pitbull Terrier,0.583,F,FALSE,Manhattan,NA
5313,October 19 2016,Pit Bull Mix,NA,U,FALSE,Manhattan,10011
5314,November 03 2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
5315,November 02 2016,NA,NA,U,FALSE,Manhattan,NA
5316,November 06 2016,Yorkshire Terrier,NA,U,FALSE,Manhattan,10038
5317,November 01 2016,NA,NA,U,FALSE,Manhattan,10023
5318,November 05 2016,Border Collie & Whippet Mix,1,F,TRUE,Manhattan,10023
5319,November 05 2016,Cocker Spaniel,3,M,TRUE,Manhattan,NA
5320,November 03 2016,American Pitbull Terrier,3,M,TRUE,Manhattan,10003
5321,November 10 2016,Terrier,NA,U,FALSE,Manhattan,10023
5322,November 12 2016,American Pitbull Terrier,6,F,FALSE,Manhattan,10039
5323,November 13 2016,American Pitbull Terrier Mix,10,M,TRUE,Manhattan,10028
5324,November 14 2016,Golden Retriever,NA,U,FALSE,Manhattan,NA
5325,November 08 2016,NA,NA,U,FALSE,Manhattan,10023
5326,November 08 2016,Havanese,2,M,TRUE,Manhattan,10128
5327,November 09 2016,NA,NA,U,FALSE,Manhattan,NA
5328,November 11 2016,NA,NA,U,FALSE,Manhattan,NA
5329,November 10 2016,NA,NA,U,FALSE,Manhattan,10021
5330,November 15 2016,English Bulldog,1,M,TRUE,Manhattan,10036
5331,November 18 2016,Puggle,6,M,TRUE,Manhattan,10065
5332,November 16 2016,Shih Tzu,8,F,TRUE,Manhattan,NA
5333,November 18 2016,Yorkshire Terrier,8,M,TRUE,Manhattan,10032
5334,November 06 2016,Boxer/ American Staffordshire,6,F,TRUE,Manhattan,10034
5335,November 21 2016,Labrador Retriever,NA,U,FALSE,Manhattan,10011
5336,November 20 2016,NA,11,M,TRUE,Manhattan,10065
5337,November 11 2016,American Pitbull Terrier,8,F,TRUE,Manhattan,10035
5338,November 18 2016,Labrador Mix,4,M,TRUE,Manhattan,NA
5339,November 18 2016,Chihuahua,3,M,FALSE,Manhattan,NA
5340,November 21 2016,Yorkshire Terrier,2,M,FALSE,Manhattan,10029
5341,November 20 2016,Dachshund,7,M,TRUE,Manhattan,10019
5342,November 15 2016,Australian Shepherd,2,M,TRUE,Manhattan,10065
5343,November 19 2016,American Pitbull Terrier,0.167,F,FALSE,Manhattan,10128
5344,November 19 2016,NA,NA,U,FALSE,Manhattan,10025
5345,November 15 2016,Rhodesian Ridgeback,2,F,TRUE,Manhattan,10065
5346,September 29 2016,Chihuahua,NA,U,FALSE,Manhattan,10029
5347,November 24 2016,Corgi Mix,2,F,FALSE,Manhattan,10036
5348,November 24 2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
5349,November 22 2016,Maltese,NA,U,FALSE,Manhattan,NA
5350,November 25 2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10280
5351,November 19 2016,NA,NA,U,FALSE,Manhattan,NA
5352,November 18 2016,NA,NA,U,FALSE,Manhattan,10031
5353,November 26 2016,American Pitbull Terrier,1,M,FALSE,Manhattan,10031
5354,November 28 2016,Dachshund,NA,U,FALSE,Manhattan,10033
5355,November 28 2016,Labrador Retriever,0.271,M,TRUE,Manhattan,10016
5356,November 26 2016,Miniature Pinscher,15,M,FALSE,Manhattan,10022
5357,November 25 2016,Chihuahua,NA,U,FALSE,Manhattan,10033
5358,November 25 2016,Cocker Spaniel/ Toy Poodle,3,M,FALSE,Manhattan,10029
5359,December 01 2016,Staffordshire Bull Terrier,2,F,TRUE,Manhattan,NA
5360,November 28 2016,Bulldog,NA,U,FALSE,Manhattan,NA
5361,December 01 2016,NA,NA,U,FALSE,Manhattan,10037
5362,December 02 2016,NA,NA,U,FALSE,Manhattan,10013
5363,December 02 2016,American Pitbull Terrier Mix,5,M,FALSE,Manhattan,10030
5364,November 29 2016,French Bulldog,2,F,TRUE,Manhattan,10069
5365,December 02 2016,American Pitbull Terrier Mix,1,M,FALSE,Manhattan,10029
5366,December 03 2016,NA,NA,U,FALSE,Manhattan,10012
5367,November 25 2016,NA,NA,U,FALSE,Manhattan,NA
5368,November 28 2016,NA,NA,U,FALSE,Manhattan,NA
5369,November 24 2016,NA,NA,U,FALSE,Manhattan,NA
5370,December 05 2016,Japanese Chin/Spaniel,2,M,TRUE,Manhattan,10013
5371,November 28 2016,American Pitbull Terrier,NA,M,TRUE,Manhattan,NA
5372,December 07 2016,Dogo Argentino,1,M,TRUE,Manhattan,10065
5373,December 06 2016,American Pitbull Terrier Mix,5,M,TRUE,Manhattan,10039
5374,December 07 2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10009
5375,December 08 2016,Sheperd,NA,U,FALSE,Manhattan,NA
5376,December 10 2016,Pit Bull Cattahula Mix,NA,U,FALSE,Manhattan,10024
5377,November 24 2016,Akita,NA,U,FALSE,Manhattan,NA
5378,December 03 2016,Cocker Spaniel,11,M,FALSE,Manhattan,10065
5379,December 10 2016,French Bulldog,NA,U,FALSE,Manhattan,10014
5380,December 13 2016,NA,NA,U,FALSE,Manhattan,NA
5381,December 14 2016,Boston Terrier,4,M,TRUE,Manhattan,10023
5382,December 14 2016,NA,NA,U,FALSE,Manhattan,NA
5383,December 15 2016,NA,NA,U,FALSE,Manhattan,NA
5384,December 17 2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10027
5385,December 17 2016,Dalmatian,NA,U,FALSE,Manhattan,10035
5386,December 19 2016,NA,NA,U,FALSE,Manhattan,10009
5387,December 19 2016,Poodle,7,F,TRUE,Manhattan,10006
5388,December 14 2016,American Pitbull Terrier Mix,4,M,TRUE,Manhattan,10025
5389,December 21 2016,American Pitbull Terrier,0.75,F,FALSE,Manhattan,10030
5390,December 21 2016,Cocker Spaniel,2,M,TRUE,Manhattan,10025
5391,December 18 2016,Labrador Retriever,6,M,FALSE,Manhattan,10029
5392,December 20 2016,Boston Terrier,1,U,FALSE,Manhattan,10026
5393,December 14 2016,American Pitbull Terrier,1,U,FALSE,Manhattan,10031
5394,December 18 2016,American Pitbull Terrier,5,M,FALSE,Manhattan,10029
5395,December 23 2016,Golden Doodle,3,M,TRUE,Manhattan,10024
5396,December 23 2016,Maltipoo,7,M,TRUE,Manhattan,10003
5397,December 21 2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10019
5398,December 21 2016,NA,NA,U,FALSE,Manhattan,10011
5399,December 12 2016,NA,NA,U,FALSE,Manhattan,NA
5400,December 25 2016,Shih Tzu,0.75,M,FALSE,Manhattan,10035
5401,December 25 2016,Cocker Spaniel,4,M,TRUE,Manhattan,NA
5402,December 23 2016,NA,NA,U,FALSE,Manhattan,NA
5403,December 24 2016,Shih Tzu,2,F,TRUE,Manhattan,NA
5404,December 26 2016,American Pitbull Terrier Mix,4,F,FALSE,Manhattan,10018
5405,December 27 2016,American Pitbull Terrier,3,F,TRUE,Manhattan,10029
5406,December 22 2016,American Pitbull Terrier,2,M,TRUE,Manhattan,10128
5407,December 23 2016,Boxer And Pit Bull Mix,5,M,TRUE,Manhattan,10025
5408,December 25 2016,Shih Tzu,3,M,FALSE,Manhattan,10033
5409,December 19 2016,Springer Spaniel Mix,NA,U,FALSE,Manhattan,NA
5410,December 23 2016,NA,NA,U,FALSE,Manhattan,10029
5411,December 27 2016,Shiba Inu,5,M,TRUE,Manhattan,10012
5412,December 15 2016,NA,NA,U,FALSE,Manhattan,10002
5413,December 24 2016,NA,NA,M,FALSE,Manhattan,10002
5414,January 02 2017,Dalmatian,9,M,FALSE,Manhattan,NA
5415,December 31 2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
5416,December 31 2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10016
5417,January 02 2017,Beagle,9,M,TRUE,Manhattan,10028
5418,December 30 2016,NA,NA,U,FALSE,Manhattan,NA
5419,January 02 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10027
5420,December 13 2016,Basset Hound,9,M,FALSE,Manhattan,10065
5421,January 03 2017,NA,NA,U,FALSE,Manhattan,NA
5422,January 03 2017,Labrador Retriever,5,M,TRUE,Manhattan,10028
5423,January 03 2017,Poodle,NA,U,FALSE,Manhattan,NA
5424,January 04 2017,Boxer Mix,0.75,F,TRUE,Manhattan,NA
5425,December 28 2016,American Pitbull Terrier Mix,4,M,FALSE,Manhattan,10035
5426,December 12 2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10026
5427,January 09 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10002
5428,January 04 2017,Shih Tzu,10,M,TRUE,Manhattan,10128
5429,January 09 2017,NA,NA,U,FALSE,Manhattan,NA
5430,January 10 2017,Terrier,NA,U,FALSE,Manhattan,NA
5431,January 09 2017,Yorkshire Terrier,7,M,FALSE,Manhattan,10036
5432,January 12 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
5433,January 08 2017,NA,NA,U,FALSE,Manhattan,10023
5434,January 13 2016,American Pitbull Terrier,3,M,TRUE,Manhattan,10029
5435,January 12 2017,Lowchen,13,M,TRUE,Manhattan,10024
5436,January 13 2017,Australian Herd Dog,NA,U,FALSE,Manhattan,10014
5437,January 13 2017,NA,NA,U,FALSE,Manhattan,NA
5438,January 16 2017,NA,NA,U,FALSE,Manhattan,NA
5439,January 16 2017,Maltese,NA,U,FALSE,Manhattan,NA
5440,January 16 2017,Beagle,NA,U,FALSE,Manhattan,10037
5441,January 16 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
5442,January 18 2017,Labrador Mix,5,M,TRUE,Manhattan,NA
5443,January 11 2017,Corgi Mix,9,F,FALSE,Manhattan,10023
5444,January 17 2017,Terrier,NA,U,FALSE,Manhattan,10022
5445,January 17 2017,Poodle Mix,8,M,FALSE,Manhattan,10023
5446,January 08 2017,NA,6,F,FALSE,Manhattan,10027
5447,January 14 2017,NA,NA,U,FALSE,Manhattan,10013
5448,January 18 2017,NA,4,F,TRUE,Manhattan,10025
5449,January 16 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10011
5450,January 19 2017,NA,NA,U,FALSE,Manhattan,10029
5451,January 19 2017,American Pitbull Terrier,1,F,FALSE,Manhattan,10039
5452,January 21 2017,Siberian Husky,3,M,TRUE,Manhattan,10032
5453,January 21 2017,Labrador Retriever Mix,9,M,TRUE,Manhattan,10025
5454,January 20 2017,American Pitbull Terrier Mix,2,M,FALSE,Manhattan,10029
5455,January 23 2017,Shepherd/Terrier X,4,F,TRUE,Manhattan,10039
5456,January 21 2017,Golden Retriever,10,M,FALSE,Manhattan,10021
5457,January 25 2017,German Shepherd,0.333,F,FALSE,Manhattan,10034
5458,January 25 2017,Shih Tzu,6,M,TRUE,Manhattan,NA
5459,January 25 2017,American Pitbull Terrier,4,M,FALSE,Manhattan,10029
5460,January 25 2017,NA,1,F,TRUE,Manhattan,10012
5461,January 24 2017,Chihuahua,NA,U,FALSE,Manhattan,10024
5462,January 25 2017,NA,NA,U,FALSE,Manhattan,10021
5463,January 07 2017,American Pitbull Terrier,5,M,TRUE,Manhattan,10011
5464,January 26 2017,Beagle,2,M,TRUE,Manhattan,10016
5465,January 28 2017,Yorkshire Terrier,NA,F,FALSE,Manhattan,10003
5466,January 28 2017,American Pitbull Terrier Mix,1,M,FALSE,Manhattan,10030
5467,January 29 2017,Labrador Retriever,4.5,F,TRUE,Manhattan,10028
5468,January 28 2017,Chihuahua,NA,U,FALSE,Manhattan,NA
5469,January 30 2017,NA,NA,U,FALSE,Manhattan,NA
5470,January 30 2017,Shepherd,NA,U,FALSE,Manhattan,NA
5471,January 31 2017,NA,NA,U,FALSE,Manhattan,10026
5472,January 31 2017,Great Dane,7,M,TRUE,Manhattan,10065
5473,January 31 2017,Boxer,1,M,TRUE,Manhattan,NA
5474,February 02 2017,NA,NA,U,FALSE,Manhattan,NA
5475,February 03 2017,Husky,NA,U,FALSE,Manhattan,10022
5476,February 06 2017,Boxer / Pit Bull Mix,6,F,TRUE,Manhattan,10009
5477,February 04 2017,Siberian Husky,0.75,M,TRUE,Manhattan,10029
5478,January 25 2017,Tibetan Terrier,13,M,TRUE,Manhattan,10065
5479,February 02 2017,Bulldog,5,M,FALSE,Manhattan,10002
5480,February 06 2017,NA,NA,U,FALSE,Manhattan,10031
5481,February 06 2017,NA,NA,U,FALSE,Manhattan,10033
5482,February 04 2017,Cavalier King Charles Spaniel,10,M,TRUE,Manhattan,NA
5483,February 05 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10032
5484,February 08 2017,NA,NA,U,FALSE,Manhattan,NA
5485,February 09 2017,Staffordshire Bull Terrier,1,M,FALSE,Manhattan,10039
5486,February 08 2017,Labrador Retriever,6,M,FALSE,Manhattan,10075
5487,February 03 2017,NA,NA,U,FALSE,Manhattan,NA
5488,February 12 2017,Bulldog,NA,U,FALSE,Manhattan,NA
5489,February 12 2017,NA,NA,U,FALSE,Manhattan,10024
5490,February 12 2017,Lhasa Apso Mix,5,M,FALSE,Manhattan,10029
5491,February 13 2017,Scott Terrier/Schnauzer X,3,M,FALSE,Manhattan,10029
5492,February 13 2017,Terrier Mix,12,M,TRUE,Manhattan,10003
5493,February 11 2017,Australian Cattle Dog,3,M,FALSE,Manhattan,10024
5494,February 12 2017,NA,NA,U,FALSE,Manhattan,NA
5495,February 12 2017,Bull Terrier,2,M,TRUE,Manhattan,10010
5496,February 14 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10003
5497,February 17 2017,Shih Tzu Mix,NA,M,FALSE,Manhattan,10029
5498,February 20 2017,Staffordshire Mix,2,M,FALSE,Manhattan,NA
5499,February 18 2017,Chihuahua Mix,8,F,TRUE,Manhattan,NA
5500,February 21 2017,American Pitbull Terrier Mix,4,M,FALSE,Manhattan,NA
5501,February 16 2017,Bichon Frise,6,F,TRUE,Manhattan,10024
5502,February 18 2017,Pomeranian,NA,U,FALSE,Manhattan,10026
5503,February 23 2017,American Pitbull Terrier,0.833,M,FALSE,Manhattan,10029
5504,February 06 2017,NA,NA,U,FALSE,Manhattan,10075
5505,February 23 2017,Chihuahua,4,F,TRUE,Manhattan,10013
5506,February 27 2017,Pekingese,8,M,TRUE,Manhattan,10012
5507,February 23 2017,NA,NA,U,FALSE,Manhattan,NA
5508,February 24 2017,NA,NA,U,FALSE,Manhattan,10028
5509,February 25 2017,Dachshund,NA,U,FALSE,Manhattan,10012
5510,February 26 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10002
5511,February 28 2017,American Pitbull Terrier,5,M,TRUE,Manhattan,10002
5512,February 28 2017,NA,NA,U,FALSE,Manhattan,NA
5513,February 27 2017,Golden Retriever,NA,U,FALSE,Manhattan,10013
5514,February 23 2017,American Pitbull Terrier,4,M,TRUE,Manhattan,10025
5515,March 01 2017,Retriever,NA,U,FALSE,Manhattan,10014
5516,February 22 2017,NA,NA,U,FALSE,Manhattan,10031
5517,February 25 2017,Golden Retriever,NA,U,FALSE,Manhattan,NA
5518,March 04 2017,American Pitbull Terrier,2,M,FALSE,Manhattan,10029
5519,March 04 2017,Golden Retriever,0.667,M,FALSE,Manhattan,10019
5520,March 03 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10039
5521,March 04 2017,NA,NA,U,FALSE,Manhattan,NA
5522,March 06 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10031
5523,March 03 2017,French Bull Dog,3,M,FALSE,Manhattan,NA
5524,March 03 2017,Collie/Labradoe,3,M,TRUE,Manhattan,10005
5525,March 01 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
5526,March 02 2017,Briard,1,M,FALSE,Manhattan,10024
5527,March 06 2017,Spaniel Mix,5,F,FALSE,Manhattan,10026
5528,March 04 2017,NA,NA,U,FALSE,Manhattan,10012
5529,March 05 2017,Beagle,11,M,TRUE,Manhattan,10028
5530,March 02 2017,Jack Russell Terrier,1,M,FALSE,Manhattan,NA
5531,March 08 2017,NA,NA,U,FALSE,Manhattan,NA
5532,March 08 2017,German Shepherd,0.5,M,FALSE,Manhattan,NA
5533,March 12 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10033
5534,March 09 2017,NA,NA,U,FALSE,Manhattan,10014
5535,March 12 2017,American Pitbull Terrier,8,M,TRUE,Manhattan,10030
5536,March 10 2017,Collie Mix,10,F,TRUE,Manhattan,10023
5537,March 15 2017,NA,NA,U,FALSE,Manhattan,10009
5538,February 24 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10024
5539,March 10 2017,NA,NA,U,FALSE,Manhattan,NA
5540,March 10 2017,American Pitbull Terrier,6,F,FALSE,Manhattan,NA
5541,March 16 2017,Bulldog,NA,U,FALSE,Manhattan,10075
5542,March 16 2017,American Staffordshire Terrier,5,F,TRUE,Manhattan,10009
5543,March 18 2017,Havanese,1,M,TRUE,Manhattan,NA
5544,March 19 2017,Bulldog,8,M,TRUE,Manhattan,10033
5545,March 18 2017,Poodle,NA,U,FALSE,Manhattan,NA
5546,March 19 2017,Boxer,NA,U,FALSE,Manhattan,NA
5547,March 18 2017,Chihuahua,2,F,FALSE,Manhattan,10033
5548,March 17 2017,NA,NA,U,FALSE,Manhattan,10036
5549,March 21 2017,American Pitbull Terrier Mix,2,F,TRUE,Manhattan,10025
5550,March 12 2017,American Pitbull Terrier,1,M,TRUE,Manhattan,10128
5551,March 19 2017,Dachshund, Long Haired Miniature,4,M,TRUE,Manhattan,NA
5552,March 22 2017,Chihuahua,NA,U,FALSE,Manhattan,10035
5553,March 22 2017,Yorkshire Terrier,13,M,TRUE,Manhattan,10065
5554,March 12 2017,American Staffordshire Terrier,4,M,FALSE,Manhattan,10027
5555,March 26 2017,NA,NA,U,FALSE,Manhattan,10002
5556,March 25 2017,Chihuahua,NA,U,FALSE,Manhattan,10033
5557,March 24 2017,Shih Tzu Mix,6,M,TRUE,Manhattan,10024
5558,March 25 2017,Collie Crossbreed,NA,U,FALSE,Manhattan,10019
5559,March 25 2017,Chihuahua,10,M,FALSE,Manhattan,10028
5560,March 27 2017,Shih Tzu,NA,U,FALSE,Manhattan,10013
5561,March 23 2017,Possibly Pitbull Mix,NA,U,FALSE,Manhattan,10026
5562,March 31 2017,Lab Mix,3,F,FALSE,Manhattan,10023
5563,March 31 2017,Beagle,NA,U,FALSE,Manhattan,10065
5564,April 02 2017,American Pitbull Terrier,3,M,TRUE,Manhattan,10025
5565,March 30 2017,Poodle,5,M,TRUE,Manhattan,NA
5566,April 02 2017,Boxer Mix,1,F,TRUE,Manhattan,NA
5567,April 06 2017,Englih Bulldog,8,F,TRUE,Manhattan,10013
5568,April 03 2017,Chihuahua,NA,U,FALSE,Manhattan,NA
5569,April 05 2017,NA,NA,U,FALSE,Manhattan,NA
5570,April 04 2017,NA,NA,U,FALSE,Manhattan,NA
5571,March 22 2017,Terrier Mix,NA,U,FALSE,Manhattan,10012
5572,April 06 2017,American Staffordshire Terrier,2,M,FALSE,Manhattan,10037
5573,March 31 2017,American Staffordshire Terrier,1,M,TRUE,Manhattan,10029
5574,April 04 2017,NA,NA,U,FALSE,Manhattan,10025
5575,April 05 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10025
5576,April 04 2017,Sheperd,NA,U,FALSE,Manhattan,10036
5577,March 06 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10006
5578,April 06 2017,Collie, Smooth Coat,NA,U,FALSE,Manhattan,10019
5579,April 08 2017,NA,NA,U,FALSE,Manhattan,10009
5580,April 09 2017,NA,1,U,FALSE,Manhattan,10029
5581,April 04 2017,Tibetan Terrier,8,M,TRUE,Manhattan,10039
5582,December 16 2016,Belgian Malinois,7,M,FALSE,Manhattan,10001
5583,April 08 2017,NA,NA,U,FALSE,Manhattan,10024
5584,April 10 2017,NA,NA,U,FALSE,Manhattan,NA
5585,April 09 2017,Jack Russell Terrier Mix,1,M,TRUE,Manhattan,10035
5586,April 08 2017,Collie, Smooth Coat,NA,U,FALSE,Manhattan,10019
5587,April 11 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10002
5588,April 10 2017,Poodle X,NA,U,FALSE,Manhattan,10027
5589,April 09 2017,NA,NA,U,FALSE,Manhattan,NA
5590,April 12 2017,NA,NA,U,FALSE,Manhattan,NA
5591,March 30 2017,American Pitbull Terrier,NA,F,FALSE,Manhattan,10029
5592,April 12 2017,Morkie,1,M,TRUE,Manhattan,10027
5593,April 11 2017,Pit Bull / Labrador Mix,4,F,TRUE,Manhattan,10035
5594,April 07 2017,French Bulldog,10,M,TRUE,Manhattan,10024
5595,April 15 2017,Maltese / Shih Tzu Mix,5,M,TRUE,Manhattan,10034
5596,April 16 2017,Shih Tzu,8,F,TRUE,Manhattan,10128
5597,April 14 2017,Shiba Inu,13,M,TRUE,Manhattan,10016
5598,April 14 2017,Poodle,3,M,TRUE,Manhattan,10019
5599,April 15 2017,Lhasa Apso,NA,U,FALSE,Manhattan,10019
5600,April 15 2017,Doberman Pinscher,NA,U,FALSE,Manhattan,NA
5601,April 15 2017,NA,NA,U,FALSE,Manhattan,NA
5602,April 18 2017,NA,NA,M,TRUE,Manhattan,10031
5603,April 13 2017,Brussels Griffon/ Shih Tzu,7,M,TRUE,Manhattan,10017
5604,April 19 2017,NA,NA,U,FALSE,Manhattan,NA
5605,April 15 2017,Mixed Breed,4,M,TRUE,Manhattan,10025
5606,April 18 2017,Chihuahua,6,M,TRUE,Manhattan,NA
5607,April 20 2017,American Pitbull Terrier,3,M,TRUE,Manhattan,10011
5608,April 17 2017,Shih Tzu,3,M,FALSE,Manhattan,10128
5609,April 20 2017,Bulldog,5,M,TRUE,Manhattan,NA
5610,April 20 2017,Staffordshire Mix,1,M,TRUE,Manhattan,10031
5611,April 21 2017,American Pitbull Terrier,6,M,FALSE,Manhattan,10029
5612,April 21 2017,American Pitbull Terrier Mix,NA,U,FALSE,Manhattan,10029
5613,April 20 2017,American Pitbull Terrier,0.833,F,TRUE,Manhattan,10029
5614,April 22 2017,NA,NA,U,FALSE,Manhattan,10014
5615,April 23 2017,Chihuahua/ Dachschund Mix,2,M,TRUE,Manhattan,10019
5616,April 22 2017,American Pitbull Terrier,2,M,FALSE,Manhattan,NA
5617,April 23 2017,Labrador Retriever,5,F,FALSE,Manhattan,10024
5618,April 21 2017,NA,NA,U,FALSE,Manhattan,10022
5619,April 23 2017,NA,NA,U,FALSE,Manhattan,10036
5620,April 23 2017,NA,NA,U,FALSE,Manhattan,10032
5621,April 22 2017,NA,NA,U,FALSE,Manhattan,NA
5622,April 25 2017,NA,NA,U,FALSE,Manhattan,NA
5623,April 25 2017,NA,NA,M,FALSE,Manhattan,10022
5624,April 25 2017,NA,NA,U,FALSE,Manhattan,10011
5625,April 25 2017,Rottweiler,NA,U,FALSE,Manhattan,NA
5626,April 25 2017,NA,NA,U,FALSE,Manhattan,10028
5627,April 24 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
5628,April 18 2017,NA,NA,U,FALSE,Manhattan,NA
5629,February 28 2017,NA,NA,U,FALSE,Manhattan,10001
5630,April 21 2017,Pitbull/Lab Mix,7,F,FALSE,Manhattan,10029
5631,April 26 2017,Schnauzer, Miniature,3,M,TRUE,Manhattan,10022
5632,April 26 2017,Bouvier Des Flandres,6,M,FALSE,Manhattan,10065
5633,April 29 2017,American Pitbull Terrier,3,M,FALSE,Manhattan,10029
5634,April 29 2017,NA,NA,U,FALSE,Manhattan,10129
5635,April 29 2017,Yorkshire Terrier,5,F,FALSE,Manhattan,10040
5636,April 30 2017,Golden Retriever/ Lab Retriever,8,M,TRUE,Manhattan,10040
5637,April 30 2017,Brussels Griffon,NA,M,FALSE,Manhattan,10039
5638,April 29 2017,Labrador Mix,5,M,TRUE,Manhattan,10031
5639,May 01 2017,Chihuahua,9,M,TRUE,Manhattan,10013
5640,April 30 2017,Rat Terrier,11,F,FALSE,Manhattan,10028
5641,May 01 2017,American Pitbull Terrier,NA,F,FALSE,Manhattan,10019
5642,May 02 2017,Yorkshire Terrier,NA,U,FALSE,Manhattan,10029
5643,April 30 2017,Golden Retriever,6,M,TRUE,Manhattan,10023
5644,April 29 2017,American Pitbull Terrier Mix,5,F,TRUE,Manhattan,10029
5645,April 30 2017,American Pitbull Terrier Mix,0.583,F,TRUE,Manhattan,NA
5646,April 27 2017,Chihuahua,5,M,TRUE,Manhattan,10065
5647,May 02 2017,NA,NA,U,FALSE,Manhattan,NA
5648,January 07 2017,NA,NA,U,FALSE,Manhattan,10002
5649,May 03 2017,Maltese,NA,U,FALSE,Manhattan,NA
5650,May 04 2017,NA,NA,U,FALSE,Manhattan,10026
5651,May 04 2017,Shih Tzu,0.167,F,FALSE,Manhattan,10032
5652,May 04 2017,Beagle,6,M,TRUE,Manhattan,10031
5653,May 06 2017,Bulldog,NA,U,FALSE,Manhattan,10024
5654,May 05 2017,NA,NA,U,FALSE,Manhattan,NA
5655,May 06 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,10032
5656,May 06 2017,Shih Tzu,NA,U,FALSE,Manhattan,10040
5657,May 06 2017,Border Collie,NA,U,FALSE,Manhattan,NA
5658,April 28 2017,Chihuahua,2,M,TRUE,Manhattan,10065
5659,May 08 2017,Maltese Mix,4,F,TRUE,Manhattan,10028
5660,May 06 2017,Labrador Retriever,1,M,FALSE,Manhattan,10128
5661,May 08 2017,NA,NA,U,FALSE,Manhattan,NA
5662,May 06 2017,Lhasa Apso / Poodle Mix,8,M,TRUE,Manhattan,10027
5663,May 09 2017,NA,NA,U,FALSE,Manhattan,10031
5664,May 09 2017,Pug,NA,U,FALSE,Manhattan,10001
5665,May 10 2017,American Pitbull Terrier,1,M,FALSE,Manhattan,10128
5666,May 09 2017,NA,NA,U,FALSE,Manhattan,10034
5667,May 11 2017,American Pitbull Terrier Mix,NA,F,FALSE,Manhattan,NA
5668,May 15 2017,Dachshund,7,M,TRUE,Manhattan,10065
5669,May 12 2017,Brittany Spaniel,11,F,TRUE,Manhattan,10065
5670,May 13 2017,NA,NA,F,FALSE,Manhattan,NA
5671,May 13 2017,Portuguese Water Dog,3,M,TRUE,Manhattan,10033
5672,May 12 2017,Terrier Mix,6,M,TRUE,Manhattan,10019
5673,May 13 2017,Papillon,6,M,TRUE,Manhattan,10011
5674,May 05 2017,Mixed Breed,6,M,TRUE,Manhattan,10031
5675,May 17 2017,Chihuahua Mix,2,F,FALSE,Manhattan,10018
5676,May 17 2017,Jack Russell Terrier,3,F,TRUE,Manhattan,10027
5677,May 17 2017,NA,NA,U,FALSE,Manhattan,NA
5678,May 18 2017,Golden Retriever,NA,U,FALSE,Manhattan,NA
5679,May 05 2017,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
5680,May 19 2017,Labrador Retriever,5,M,TRUE,Manhattan,10065
5681,May 21 2017,NA,NA,U,FALSE,Manhattan,10025
5682,May 11 2017,African Boerboel,3,M,FALSE,Manhattan,10025
5683,May 17 2017,Terrier,NA,U,FALSE,Manhattan,NA
5684,May 11 2017,NA,0.917,M,FALSE,Manhattan,10003
5685,May 21 2017,NA,NA,U,FALSE,Manhattan,10452
5686,May 19 2017,Boxer,NA,U,FALSE,Manhattan,NA
5687,May 21 2017,Shih Tzu,NA,U,FALSE,Manhattan,10011
5688,May 22 2017,Mixed Breed,8,F,TRUE,Manhattan,NA
5689,May 19 2017,Labrador Retriever,0.333,M,FALSE,Manhattan,10039
5690,May 20 2017,Pug,NA,M,FALSE,Manhattan,10128
5691,May 20 2017,American Pitbull Terrier,NA,F,FALSE,Manhattan,NA
5692,May 22 2017,NA,8,F,TRUE,Manhattan,10024
5693,May 21 2017,Unknown,NA,U,FALSE,Manhattan,10003
5694,May 23 2017,Korean Jindo,0.833,F,TRUE,Manhattan,10023
