,Month,Day,Year,Breed,Age,Sex,Altered,Borough,Zipcode
2378,May,29,2016,NA,NA,U,FALSE,Queens,11365
2379,May,28,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11423
2380,May,29,2016,Unknown,NA,U,FALSE,Queens,11355
2381,May,31,2016,Korean Jindo,12,M,FALSE,Queens,11377
2382,June,01,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11691
2383,June,02,2016,American Pitbull Terrier,10,M,FALSE,Queens,11434
2384,May,20,2016,Sheep Dog,NA,U,FALSE,Queens,11434
2385,May,28,2016,NA,NA,U,FALSE,Queens,NA
2386,May,29,2016,American Pitbull Terrier,NA,U,FALSE,Queens,NA
2387,May,27,2016,NA,NA,U,FALSE,Queens,11418
2388,May,26,2016,NA,NA,U,FALSE,Queens,11101
2389,May,18,2016,Maltese,NA,F,FALSE,Queens,11422
2390,June,01,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11367
2391,May,29,2016,American Pitbull Terrier,10,M,FALSE,Queens,11691
2392,May,24,2016,German Shepherd Mix,13,M,TRUE,Queens,11360
2393,May,29,2016,Shih Tzu Mix,13,M,TRUE,Queens,NA
2394,June,02,2016,American Pitbull Terrier,2,M,FALSE,Queens,11362
2395,June,05,2016,American Pitbull Terrier,2,M,FALSE,Queens,11412
2396,June,05,2016,American Pitbull Terrier,NA,M,FALSE,Queens,11412
2397,June,07,2016,Yorkshire Terrier,5,F,TRUE,Queens,11368
2398,June,01,2016,American Pitbull Terrier Mix,3,M,FALSE,Queens,11355
2399,June,05,2016,American Pitbull Terrier,3,M,TRUE,Queens,11691
2400,June,08,2016,American Pitbull Terrier,3,F,TRUE,Queens,11105
2401,May,29,2016,American Pitbull Terrier,9,M,FALSE,Queens,NA
2402,June,05,2016,NA,NA,U,FALSE,Queens,NA
2403,May,27,2016,Cock-A-Poo,7,F,FALSE,Queens,11040
2404,June,04,2016,American Pitbull Terrier,3,F,FALSE,Queens,11693
2405,May,28,2016,Pit/Chihuahua,1,M,TRUE,Queens,11435
2406,June,08,2016,NA,NA,U,FALSE,Queens,11435
2407,June,13,2016,Poodle,NA,U,FALSE,Queens,11367
2408,June,10,2016,Shih Tzu,7,M,FALSE,Queens,11377
2409,June,10,2016,Jack Russell Terrier,7,M,TRUE,Queens,11417
2410,June,13,2016,NA,NA,U,FALSE,Queens,NA
2411,May,23,2016,NA,NA,U,FALSE,Queens,NA
2412,June,12,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11433
2413,June,06,2016,NA,NA,U,FALSE,Queens,11433
2414,June,14,2016,Dachshund,3,M,TRUE,Queens,11369
2415,June,09,2016,American Pitbull Terrier,3,M,TRUE,Queens,11420
2416,May,27,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11434
2417,June,13,2016,American Pitbull Terrier,5,F,TRUE,Queens,11434
2418,June,03,2016,NA,NA,U,FALSE,Queens,NA
2419,June,15,2016,NA,NA,U,FALSE,Queens,11367
2420,May,12,2016,Bulldog,NA,U,FALSE,Queens,11374
2421,June,01,2016,American Pitbull Terrier Mix,11,F,TRUE,Queens,11433
2422,June,15,2016,American Pitbull Terrier Mix,NA,U,FALSE,Queens,NA
2423,June,15,2016,German Shepherd Mix,3,F,FALSE,Queens,11433
2424,June,13,2016,American Pitbull Terrier Mix,1,M,TRUE,Queens,11432
2425,June,18,2016,NA,NA,U,FALSE,Queens,11417
2426,June,11,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11102
2427,June,11,2016,Poodle,NA,U,FALSE,Queens,11433
2428,June,13,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11691
2429,June,16,2016,American Pitbull Terrier,NA,M,FALSE,Queens,NA
2430,June,21,2016,Chihuahua,NA,U,FALSE,Queens,11365
2431,June,21,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11419
2432,June,17,2016,Unknown,NA,U,FALSE,Queens,11432
2433,June,24,2016,American Pitbull Terrier,9,M,FALSE,Queens,11420
2434,June,11,2016,American Pitbull Terrier,2,M,TRUE,Queens,11102
2435,June,23,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11368
2436,June,22,2016,NA,NA,U,FALSE,Queens,NA
2437,June,22,2016,Chihuahua,NA,M,TRUE,Queens,11429
2438,June,22,2016,Shih Tzu,NA,F,TRUE,Queens,11432
2439,June,10,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11374
2440,June,23,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11691
2441,June,15,2016,American Pitbull Terrier Mix,0.583,M,FALSE,Queens,11433
2442,June,22,2016,American Pitbull Terrier,4,M,TRUE,Queens,11418
2443,June,23,2016,American Pitbull Terrier,1,M,TRUE,Queens,11692
2444,June,26,2016,Shih Tzu,2,F,FALSE,Queens,11368
2445,June,24,2016,Cane Corso,2,M,FALSE,Queens,NA
2446,June,22,2016,Miniature Pinscher,11,M,TRUE,Queens,NA
2447,June,23,2016,Husky,12,F,TRUE,Queens,11373
2448,June,23,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11434
2449,June,28,2016,Shih Tzu,NA,U,FALSE,Queens,11354
2450,June,25,2016,American Pitbull Terrier,NA,U,FALSE,Queens,NA
2451,June,20,2016,American Pitbull Terrier,NA,U,FALSE,Queens,NA
2452,June,27,2016,American Pitbull Terrier,NA,U,FALSE,Queens,NA
2453,June,11,2016,American Pitbull Terrier Mix,2,M,TRUE,Queens,NA
2454,June,27,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11434
2455,June,25,2016,Shih Tzu,5,F,FALSE,Queens,11418
2456,June,29,2016,NA,NA,U,FALSE,Queens,NA
2457,June,16,2016,Chihuahua,5,M,TRUE,Queens,11379
2458,June,30,2016,English Bulldog,3,F,TRUE,Queens,11364
2459,June,25,2016,NA,NA,U,FALSE,Queens,11364
2460,July,01,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11373
2461,July,02,2016,American Pitbull Terrier,8,M,TRUE,Queens,11369
2462,July,03,2016,NA,NA,U,FALSE,Queens,11419
2463,June,27,2016,NA,NA,U,FALSE,Queens,11433
2464,July,06,2016,American Pitbull Terrier Mix,3,F,FALSE,Queens,11433
2465,July,04,2016,American Pitbull Terrier,2,M,FALSE,Queens,11364
2466,July,07,2016,American Pitbull Terrier Mix,0.583,M,TRUE,Queens,11433
2467,June,25,2016,American Pitbull Terrier Mix,0.833,F,TRUE,Queens,NA
2468,June,25,2016,American Pitbull Terrier Mix,0.833,F,FALSE,Queens,NA
2469,July,04,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11422
2470,July,06,2016,Great Dane,1,M,FALSE,Queens,11434
2471,July,04,2016,Great Dane,1,M,FALSE,Queens,11434
2472,July,04,2016,Great Dane,1,M,FALSE,Queens,NA
2473,July,02,2016,Bulldog,9,M,FALSE,Queens,11432
2474,July,02,2016,Mastiff,5,M,FALSE,Queens,11413
2475,July,02,2016,Lab Mix,5,M,TRUE,Queens,11369
2476,June,29,2016,Pomeranian/Yorkie,2,F,FALSE,Queens,11368
2477,July,07,2016,Poodle Mix,6,M,TRUE,Queens,11368
2478,June,03,2016,German Shepherd,8,M,FALSE,Queens,11361
2479,July,10,2016,NA,NA,U,FALSE,Queens,NA
2480,June,24,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11361
2481,July,10,2016,Husky,8,M,FALSE,Queens,NA
2482,July,05,2016,Shepherd,NA,U,FALSE,Queens,NA
2483,July,07,2016,Pug/Boxer,5,M,TRUE,Queens,11368
2484,July,10,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11412
2485,July,08,2016,American Pitbull Terrier,3,M,FALSE,Queens,11434
2486,July,09,2016,Chihuahua,NA,U,FALSE,Queens,11377
2487,June,25,2016,Yorkshire Terrier,3,M,TRUE,Queens,11358
2488,June,28,2016,American Pitbull Terrier Mix,9,M,TRUE,Queens,NA
2489,July,10,2016,NA,NA,U,FALSE,Queens,11433
2490,July,07,2016,Lab Mix,7,F,FALSE,Queens,11420
2491,July,06,2016,Pit Bull Or Rottweiler X,NA,U,FALSE,Queens,11435
2492,July,11,2016,Unknown,NA,U,FALSE,Queens,NA
2493,July,13,2016,American Bully,2,M,TRUE,Queens,11435
2494,July,11,2016,American Pitbull Terrier,2,M,FALSE,Queens,11419
2495,July,17,2016,NA,NA,U,FALSE,Queens,11368
2496,July,13,2016,German Shepherd,NA,F,FALSE,Queens,11365
2497,July,15,2016,Poodle/Shih Tzu,5,M,TRUE,Queens,11414
2498,July,16,2016,American Pitbull Terrier,5,F,FALSE,Queens,11414
2499,July,16,2016,Bichon Frise,6,M,TRUE,Queens,11377
2500,July,17,2016,German Shepherd,9,F,FALSE,Queens,11358
2501,July,07,2016,American Pitbull Terrier Mix,1,M,FALSE,Queens,11691
2502,June,23,2016,Unknown,5,F,TRUE,Queens,11429
2503,July,16,2016,NA,NA,U,FALSE,Queens,11101
2504,July,16,2016,Marquis,5,M,TRUE,Queens,11412
2505,July,19,2016,NA,NA,U,FALSE,Queens,NA
2506,July,20,2016,American Eskimo,4,F,TRUE,Queens,11427
2507,July,24,2016,NA,NA,U,FALSE,Queens,11355
2508,July,22,2016,Shih Tzu,6,M,FALSE,Queens,11422
2509,July,16,2016,Staffordshire Bull Terrier,4,F,FALSE,Queens,11428
2510,July,25,2016,NA,NA,U,FALSE,Queens,11428
2511,July,22,2016,German Shepherd Mix,7,M,FALSE,Queens,11357
2512,July,20,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11421
2513,July,19,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11694
2514,July,22,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11433
2515,July,22,2016,Poodle,2,M,FALSE,Queens,11427
2516,July,23,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11429
2517,July,15,2016,Lab Mix,8,M,TRUE,Queens,11416
2518,July,27,2016,American Pitbull Terrier,5,M,TRUE,Queens,11105
2519,July,26,2016,American Pitbull Terrier,3,F,TRUE,Queens,11691
2520,July,25,2016,NA,NA,U,FALSE,Queens,11368
2521,July,27,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11361
2522,July,16,2016,Pomeranian/ Shih Tzu,NA,U,FALSE,Queens,11368
2523,July,28,2016,Standard Schnauzer,NA,U,FALSE,Queens,11377
2524,July,28,2016,Labrador Retriever,3,F,TRUE,Queens,11421
2525,July,26,2016,NA,NA,U,FALSE,Queens,NA
2526,July,29,2016,Lab Mix,7,U,FALSE,Queens,11436
2527,July,30,2016,German Shepherd,12,F,TRUE,Queens,11105
2528,August,02,2016,Unknown,7,M,FALSE,Queens,11368
2529,July,28,2016,German Shepherd,6,F,FALSE,Queens,11435
2530,July,28,2016,German Shepherd,7,M,TRUE,Queens,11435
2531,July,28,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11370
2532,July,25,2016,NA,NA,U,FALSE,Queens,11421
2533,July,27,2016,NA,1,M,FALSE,Queens,11432
2534,July,30,2016,German Shepherd,2,F,FALSE,Queens,11368
2535,August,02,2016,Lab Mix,4,F,FALSE,Queens,11368
2536,August,01,2016,Peek A Boo Poodle,9,M,TRUE,Queens,11106
2537,August,02,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11691
2538,August,04,2016,Golden Retriever,6,M,TRUE,Queens,11366
2539,August,04,2016,American Pitbull Terrier,3,F,TRUE,Queens,11691
2540,July,20,2016,NA,NA,U,FALSE,Queens,NA
2541,July,27,2016,Shih Tzu Mix,7,M,FALSE,Queens,11373
2542,August,05,2016,Chihuahua,1,M,FALSE,Queens,11692
2543,August,05,2016,Jack Russell Terrier,6,M,TRUE,Queens,11692
2544,August,04,2016,American Pitbull Terrier,NA,U,FALSE,Queens,NA
2545,August,05,2016,Labrador Retriever,2,M,TRUE,Queens,11355
2546,July,27,2016,Poodle,3.6,M,FALSE,Queens,11373
2547,August,07,2016,Schnoodle- Poodle/Schnauzer,5,M,TRUE,Queens,11355
2548,August,05,2016,NA,NA,U,FALSE,Queens,11436
2549,August,07,2016,American Pitbull Terrier,8,F,TRUE,Queens,11423
2550,July,20,2016,Chow Chow,4,M,FALSE,Queens,11420
2551,August,08,2016,NA,NA,U,FALSE,Queens,11362
2552,August,08,2016,NA,NA,U,FALSE,Queens,11420
2553,August,07,2016,NA,NA,U,FALSE,Queens,NA
2554,August,06,2016,American Pitbull Terrier,4,M,FALSE,Queens,11105
2555,August,03,2016,American Pitbull Terrier,5,M,FALSE,Queens,11101
2556,August,06,2016,Poodle Mix,NA,U,FALSE,Queens,11422
2557,August,04,2016,American Pitbull Terrier,2,M,TRUE,Queens,11422
2558,August,14,2016,Poodle Mix,11,F,FALSE,Queens,11421
2559,August,14,2016,Dachshund,10,F,FALSE,Queens,11101
2560,August,12,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11427
2561,August,12,2016,Poodle,NA,U,FALSE,Queens,11379
2562,August,14,2016,Rottweiler,NA,U,FALSE,Queens,NA
2563,August,15,2016,Rottweiler,4,M,TRUE,Queens,11432
2564,August,14,2016,American Pitbull Terrier,NA,U,FALSE,Queens,NA
2565,August,16,2016,American Pitbull Terrier,2,M,FALSE,Queens,11420
2566,August,15,2016,NA,NA,U,FALSE,Queens,11418
2567,August,16,2016,Yorkshire Terrier Mix,6,F,FALSE,Queens,11372
2568,August,17,2016,Pomeranian & Chihuahua,0.833,M,FALSE,Queens,11369
2569,August,16,2016,Doberman Pinscher,6,M,FALSE,Queens,11356
2570,August,17,2016,NA,NA,U,FALSE,Queens,11372
2571,August,17,2016,NA,NA,U,FALSE,Queens,11416
2572,August,18,2016,American Pitbull Terrier,3,M,TRUE,Queens,NA
2573,August,20,2016,American Pitbull Terrier Mix,3,M,FALSE,Queens,11433
2574,August,19,2016,Lab Mix,NA,M,FALSE,Queens,11357
2575,August,04,2016,NA,NA,U,FALSE,Queens,NA
2576,August,04,2016,NA,NA,U,FALSE,Queens,11434
2577,August,04,2016,NA,NA,U,FALSE,Queens,11433
2578,August,16,2016,NA,NA,U,FALSE,Queens,11040
2579,August,19,2016,Unknown,NA,U,FALSE,Queens,NA
2580,August,21,2016,Shih Tzu,7,M,TRUE,Queens,11417
2581,August,20,2016,Shih Tzu,1,F,TRUE,Queens,11354
2582,August,20,2016,Poodle/ Maltese Mix,7,M,FALSE,Queens,11421
2583,August,20,2016,Golden Retriever,10,M,TRUE,Queens,11102
2584,August,19,2016,Border Collie Mix,1,F,TRUE,Queens,11101
2585,August,20,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11433
2586,August,22,2016,NA,NA,U,FALSE,Queens,11433
2587,August,23,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11366
2588,August,23,2016,Corgi,6,M,FALSE,Queens,11373
2589,August,24,2016,Chihuahua,NA,U,FALSE,Queens,NA
2590,August,24,2016,Shih Tzu,NA,U,FALSE,Queens,11362
2591,August,15,2016,German Shepherd,0.583,M,FALSE,Queens,11432
2592,August,21,2016,Not Certain,NA,U,FALSE,Queens,11365
2593,August,23,2016,American Pitbull Terrier,4,F,TRUE,Queens,11418
2594,August,01,2016,American Pitbull Terrier Mix,5,M,TRUE,Queens,11368
2595,August,26,2016,German Shepherd,2,F,FALSE,Queens,11377
2596,August,22,2016,Shih Tzu Mix,6,M,TRUE,Queens,11102
2597,August,27,2016,Chihuahua,NA,U,FALSE,Queens,11375
2598,August,28,2016,Jack Russ / Shih Tzu,4,F,TRUE,Queens,11385
2599,August,28,2016,Maltese / Poodle Mix,1,M,FALSE,Queens,11378
2600,August,28,2016,Pit Bull/Boxer X,2,M,FALSE,Queens,11368
2601,July,24,2016,American Pitbull Terrier,10,M,FALSE,Queens,11691
2602,August,25,2016,American Pitbull Terrier,0.917,M,FALSE,Queens,NA
2603,August,29,2016,American Pitbull Terrier,5,F,FALSE,Queens,11432
2604,August,29,2016,Siberian Husky,5,M,TRUE,Queens,11103
2605,August,26,2016,Chihuahua,8,F,TRUE,Queens,11691
2606,August,26,2016,NA,NA,U,FALSE,Queens,NA
2607,August,27,2016,German Shepherd,0.917,F,TRUE,Queens,11366
2608,August,27,2016,French Bulldog,NA,U,FALSE,Queens,11694
2609,August,28,2016,Chihuahua,2,U,FALSE,Queens,11372
2610,August,29,2016,Golden Retriever,6,M,TRUE,Queens,11355
2611,August,08,2016,NA,NA,U,FALSE,Queens,11421
2612,August,16,2016,American Pitbull Terrier,NA,U,FALSE,Queens,NA
2613,August,24,2016,Yorkipoo,NA,M,TRUE,Queens,11426
2614,August,31,2016,NA,NA,U,FALSE,Queens,11433
2615,August,30,2016,NA,NA,U,FALSE,Queens,NA
2616,August,30,2016,Poodle,1,M,FALSE,Queens,11355
2617,September,02,2016,NA,NA,U,FALSE,Queens,NA
2618,September,03,2016,Poodle / Shih Tzu,4,M,TRUE,Queens,NA
2619,September,04,2016,American Pitbull Terrier,5,M,FALSE,Queens,11411
2620,September,03,2016,Golden Retriever Mix,1,F,FALSE,Queens,11385
2621,September,05,2016,Shih Tzu,2,F,TRUE,Queens,11368
2622,September,06,2016,Poodle/ Shih Tzu Mix,1,M,TRUE,Queens,11102
2623,September,06,2016,Golden Doodle Mix,4,M,TRUE,Queens,11106
2624,August,22,2016,Yorkshire Terrier,NA,U,FALSE,Queens,11429
2625,September,05,2016,NA,NA,U,FALSE,Queens,NA
2626,September,07,2016,Cocker Spaniel,3,M,FALSE,Queens,11378
2627,August,29,2016,American Pitbull Terrier Mix,4,F,FALSE,Queens,11419
2628,September,05,2016,Cocker Spaniel Mix,NA,M,FALSE,Queens,11365
2629,September,07,2016,NA,NA,U,FALSE,Queens,NA
2630,September,08,2016,Shar-Pei, Chinese,7,F,FALSE,Queens,11377
2631,September,09,2016,American Pitbull Terrier Mix,2,M,FALSE,Queens,11434
2632,September,10,2016,Labrador Retriever,4,M,TRUE,Queens,11367
2633,September,09,2016,NA,NA,U,FALSE,Queens,11367
2634,September,11,2016,American Pitbull Terrier,NA,U,FALSE,Queens,NA
2635,September,06,2016,NA,NA,U,FALSE,Queens,NA
2636,September,07,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11358
2637,September,08,2016,NA,NA,U,FALSE,Queens,NA
2638,September,12,2016,German Shepherd,6,F,TRUE,Queens,11103
2639,September,04,2016,NA,NA,U,FALSE,Queens,NA
2640,September,12,2016,Malti Poo,4,F,FALSE,Queens,11385
2641,September,11,2016,NA,NA,U,FALSE,Queens,11433
2642,September,11,2016,Yorkshire Terrier,4,M,TRUE,Queens,11101
2643,September,13,2016,Golden Retriever,11,M,TRUE,Queens,11375
2644,September,12,2016,Unknown,NA,U,FALSE,Queens,11106
2645,August,24,2016,Chihuahua,3,M,TRUE,Queens,11373
2646,August,20,2016,Unknown,5,F,TRUE,Queens,11374
2647,September,14,2016,Australian Cattle Mix,8,F,TRUE,Queens,11379
2648,September,15,2016,NA,NA,U,FALSE,Queens,11355
2649,September,18,2016,Labrador Retriever,8,M,FALSE,Queens,11434
2650,September,13,2016,Akita,10,M,TRUE,Queens,11691
2651,September,17,2016,Shih Tzu,8,M,FALSE,Queens,11373
2652,September,18,2016,Shih Tzu,9,F,FALSE,Queens,11356
2653,September,09,2016,American Pitbull Terrier,NA,M,FALSE,Queens,NA
2654,September,19,2016,Shih Tzu,3,M,FALSE,Queens,11377
2655,September,19,2016,Bichon Frise,2,M,TRUE,Queens,11367
2656,September,10,2016,NA,NA,U,FALSE,Queens,NA
2657,September,10,2016,Shih Tzu,1,M,FALSE,Queens,11691
2658,September,20,2016,Korean Jindo,9,M,TRUE,Queens,11421
2659,September,16,2016,Poodle / Schnauzer / Cocker Spaniel Mix,12,M,TRUE,Queens,11435
2660,September,22,2016,Cocker Spaniel,1,M,FALSE,Queens,NA
2661,September,18,2016,Unknown,9,F,TRUE,Queens,11369
2662,September,24,2016,American Pitbull Terrier,5,M,FALSE,Queens,11414
2663,September,24,2016,Bull Terrier Mix,3,F,FALSE,Queens,11372
2664,September,25,2016,American Pitbull Terrier Mix,3,M,TRUE,Queens,11377
2665,September,22,2016,American Pitbull Terrier,1,M,FALSE,Queens,11434
2666,September,10,2016,NA,NA,U,FALSE,Queens,11378
2667,September,10,2016,Chihuahua Mix,5,M,TRUE,Queens,11377
2668,September,16,2016,NA,NA,U,FALSE,Queens,11106
2669,September,16,2016,German Shepherd,4,M,TRUE,Queens,11692
2670,September,26,2016,Shiba Inu,2,M,FALSE,Queens,11356
2671,September,28,2016,Puggle,6,F,FALSE,Queens,11372
2672,September,16,2016,German Shepherd,2,M,TRUE,Queens,11419
2673,September,16,2016,French Bulldog,NA,U,FALSE,Queens,11419
2674,October,01,2016,Poodle,NA,U,FALSE,Queens,NA
2675,October,02,2016,Australian Cattle,5,M,TRUE,Queens,11105
2676,September,16,2016,NA,NA,U,FALSE,Queens,NA
2677,September,17,2016,NA,NA,U,FALSE,Queens,11368
2678,September,27,2016,NA,NA,U,FALSE,Queens,11421
2679,September,29,2016,NA,NA,U,FALSE,Queens,11378
2680,October,04,2016,Lhasa Apso,NA,U,FALSE,Queens,11354
2681,October,01,2016,Miniature Pinscher,NA,U,FALSE,Queens,11103
2682,October,06,2016,Boston Terrier,8,M,TRUE,Queens,11368
2683,October,06,2016,Chihuahua And Dotson Mix,3,M,TRUE,Queens,11429
2684,October,07,2016,Chihuahua,NA,U,FALSE,Queens,11374
2685,October,07,2016,Labrador Retriever,NA,U,FALSE,Queens,11367
2686,October,08,2016,Hound,1,F,TRUE,Queens,NA
2687,October,10,2016,NA,NA,U,FALSE,Queens,11433
2688,October,09,2016,NA,NA,U,FALSE,Queens,11368
2689,October,02,2016,German Shepherd,3,M,TRUE,Queens,11354
2690,October,06,2016,NA,NA,U,FALSE,Queens,11422
2691,October,12,2016,NA,NA,U,FALSE,Queens,11355
2692,October,12,2016,German Shepherd,2,F,TRUE,Queens,11377
2693,October,13,2016,NA,NA,M,FALSE,Queens,11413
2694,October,12,2016,NA,NA,U,FALSE,Queens,11373
2695,October,12,2016,Lab Mix,1,M,FALSE,Queens,11435
2696,October,16,2016,Poodle,5,M,FALSE,Queens,11368
2697,October,06,2016,Akita,7,M,TRUE,Queens,11691
2698,October,14,2016,Chow Chow,NA,U,FALSE,Queens,11693
2699,October,04,2016,American Staffordshire Terrier,2,F,FALSE,Queens,11433
2700,October,16,2016,American Pitbull Terrier,NA,M,FALSE,Queens,11412
2701,October,12,2016,Rottweiler,4,F,FALSE,Queens,11369
2702,October,11,2016,Australian Shepherd,5,F,FALSE,Queens,11433
2703,October,16,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11374
2704,October,18,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11419
2705,October,18,2016,NA,NA,U,FALSE,Queens,11372
2706,October,19,2016,NA,NA,U,FALSE,Queens,NA
2707,October,20,2016,German Shepherd,1,M,TRUE,Queens,11367
2708,October,07,2016,Unknown,NA,M,FALSE,Queens,11420
2709,October,20,2016,American Pitbull Terrier,9,M,TRUE,Queens,11423
2710,October,15,2016,Shih Tzu Mix,NA,U,TRUE,Queens,11369
2711,October,19,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11422
2712,October,20,2016,NA,NA,U,FALSE,Queens,11362
2713,October,08,2016,Maltese,NA,U,FALSE,Queens,NA
2714,October,20,2016,NA,NA,U,FALSE,Queens,11418
2715,October,09,2016,American Pitbull Terrier,3,M,FALSE,Queens,11363
2716,October,15,2016,Chihuahua,NA,F,TRUE,Queens,11355
2717,October,24,2016,NA,NA,U,FALSE,Queens,NA
2718,October,26,2016,American Pitbull Terrier,2,M,FALSE,Queens,11414
2719,October,02,2016,American Pitbull Terrier Mix,6,M,TRUE,Queens,11379
2720,October,20,2016,American Pitbull Terrier,5,M,FALSE,Queens,11419
2721,October,26,2016,American Pitbull Terrier,NA,M,FALSE,Queens,11422
2722,October,30,2016,American Pitbull Terrier,1,M,FALSE,Queens,11423
2723,October,25,2016,Lhasa Apso,6,M,TRUE,Queens,11375
2724,October,24,2016,Poodle,5,M,FALSE,Queens,11412
2725,October,30,2016,NA,NA,U,FALSE,Queens,11102
2726,October,17,2016,Chihuahua,5,F,TRUE,Queens,11418
2727,October,29,2016,Akita Mix,NA,U,FALSE,Queens,11105
2728,October,31,2016,Maltese,9,F,FALSE,Queens,11361
2729,October,31,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11374
2730,November,01,2016,American Pitbull Terrier,9,M,TRUE,Queens,11416
2731,October,31,2016,American Staffordshire Terrier Mix,0.5,M,FALSE,Queens,11434
2732,October,26,2016,American Staffordshire Terrier,7,M,TRUE,Queens,11377
2733,November,01,2016,Maltese,5,M,TRUE,Queens,11356
2734,November,01,2016,Belgian Malinois,1,M,TRUE,Queens,11385
2735,November,02,2016,Boxer,4,M,FALSE,Queens,11368
2736,November,03,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11429
2737,November,04,2016,NA,NA,U,FALSE,Queens,11102
2738,November,03,2016,Bulldog,NA,U,FALSE,Queens,NA
2739,November,04,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11428
2740,November,06,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11419
2741,November,05,2016,American Pitbull Terrier,NA,U,FALSE,Queens,NA
2742,November,06,2016,Labrador Retriever,3,F,TRUE,Queens,11414
2743,November,06,2016,NA,NA,U,FALSE,Queens,11419
2744,November,06,2016,NA,NA,U,FALSE,Queens,NA
2745,November,05,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11375
2746,October,29,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11691
2747,November,06,2016,Poodle,3,M,TRUE,Queens,11373
2748,November,08,2016,American Pitbull Terrier,3,M,TRUE,Queens,11373
2749,November,08,2016,Siberian Husky,4,M,TRUE,Queens,11378
2750,November,11,2016,Cocker Spaniel,4,M,FALSE,Queens,11356
2751,November,10,2016,Poodle,3,M,TRUE,Queens,11373
2752,November,16,2016,American Pitbull Terrier,3,F,FALSE,Queens,11435
2753,November,10,2016,NA,NA,U,FALSE,Queens,NA
2754,November,12,2016,NA,NA,U,FALSE,Queens,NA
2755,November,16,2016,American Pitbull Terrier,NA,M,FALSE,Queens,11422
2756,November,17,2016,NA,NA,U,FALSE,Queens,NA
2757,November,17,2016,American Pitbull Terrier,5,M,TRUE,Queens,11420
2758,November,14,2016,Pomsky,0.333,M,FALSE,Queens,11365
2759,November,18,2016,NA,NA,U,FALSE,Queens,11436
2760,November,18,2016,Cocker Spaniel / Poodle Mix,3,M,TRUE,Queens,11362
2761,November,19,2016,Lab Mix,NA,U,FALSE,Queens,11377
2762,November,19,2016,German Shepherd,5,M,TRUE,Queens,11385
2763,November,19,2016,Dalmatian,11,F,FALSE,Queens,11421
2764,October,30,2016,American Pitbull Terrier,NA,U,FALSE,Queens,11375
2765,November,18,2016,Terrier Mix,10,M,FALSE,Queens,11369
2766,November,21,2016,NA,NA,U,FALSE,Queens,11413
2767,November,22,2016,Pitbull Terrier Mix,5,F,TRUE,Queens,11385
2768,November,15,2016,Hound Mix,2,M,TRUE,Queens,11365
2769,November,17,2016,American Pitbull Terrier,3,M,TRUE,Queens,11691
2770,November,21,2016,Shih Tzu,7,F,TRUE,Queens,11373
2771,November,27,2016,West High White Terrier,13,M,TRUE,Queens,11379
2772,November,28,2016,NA,NA,U,FALSE,Queens,11432
2773,November,25,2016,Poodle Mix,4,M,FALSE,Queens,11413
2774,November,27,2016,Puggle,6,F,TRUE,Queens,11101
2775,November,27,2016,NA,NA,U,FALSE,Queens,NA
2776,November,27,2016,Cocker Spaniel,6,M,TRUE,Queens,NA
2777,November,27,2016,Chihuahua,11,M,FALSE,Queens,11414
2778,November,27,2016,Siberian Husky,0.417,F,FALSE,Queens,11103
2779,November,28,2016,American Pitbull Terrier,NA,U,FALSE,Queens,NA
2780,November,10,2016,Poodle,NA,U,FALSE,Queens,11356
